
reduxevs
,EC2,evs3.magiccitysystems.com,vault-production-evs-backup,30,Okay
,EC2,studio.imagemagick.org,vault-production-evs-backup,30,Okay
,EC2,workshopstjohns.com,vault-production-evs-backup,30,Okay
,EC2,vps3.trotch.com,vault-production-evs-backup,30,Okay
,EC2,NR-OWEN-JONES-WEB,vault-production-evs-backup,30,Okay
,EC2,web-production-jumpmandtla,vault-production-evs-backup,30,Okay
,EC2,evs-production-lebook,vault-production-evs-backup,30,Okay
,EC2,evs.insitu.com,vault-production-evs-backup,30,Okay
,EC2,evs.edfunders.org,vault-production-evs-backup,30,Okay
,EC2,evs2.acumed.net,vault-production-evs-backup,30,Okay
,EC2,webserver-production-lebook,vault-production-evs-backup,30,Okay
,EC2,nikecampfire.com,vault-production-evs-backup,30,Okay
,EC2,dev.acumed.net,vault-production-evs-backup,25,Not Okay
,EC2,web-production-malarkeyroofing,vault-production-evs-backup,30,Okay
,EC2,evs.cjgraphix.com,vault-production-evs-backup,30,Okay
,EC2,evs2.magiccitysystems.com,vault-production-evs-backup,30,Okay
,EC2,evs.prod.unfollowed.me,vault-production-evs-backup,30,Okay
,EC2,www.thebullyprojectmural.com,vault-production-evs-backup,30,Okay
,EC2,optim.bytehaven.com,vault-production-evs-backup,30,Okay
,EC2,agt2.acumed.net,vault-production-evs-backup,30,Okay
,EC2,agt.acumed.net,vault-production-evs-backup,30,Okay
,EC2,webserver-production-kpscholar,vault-production-evs-backup,30,Okay
,EC2,evs.rsac-stage.com,vault-production-evs-backup,30,Okay
,EC2,evs.timelessrides.com,vault-production-evs-backup,30,Okay
,EC2,evs.thelifestory.org,vault-production-evs-backup,30,Okay
,EC2,NR-OWEN-JONES-WEB,vault-production-evs-backup,30,Okay
,EC2,,vault-production-evs-backup,30,Okay
,EC2,evs.wintonglobal.com,vault-production-evs-backup,30,Okay
,EC2,agt3.acumed.net,vault-production-evs-backup,30,Okay
,EC2,webserver-development-lebook,vault-production-evs-backup,30,Okay
,EC2,evs.rsac-production.com,vault-production-evs-backup,25,Not Okay
,EC2,evs.portlandoregon.gov,vault-production-evs-backup,30,Okay
,EC2,evs.cafeyumm.com,vault-production-evs-backup,30,Okay
,EC2,dev.acumed.net,vault-production-evs-backup,30,Okay
,EC2,studio.imagemagick.org,vault-production-evs-backup,30,Okay
,EC2,evs.rsac-stage.com,vault-production-evs-backup,30,Okay
,EC2,web-production-bastion,vault-production-evs-backup,30,Okay

32auctions
,EC2,acceptance,vault-production-32auctions,3,Not Okay
,EC2,batch,vault-production-32auctions,3,Not Okay
,EC2,prod,vault-production-32auctions,3,Not Okay
,EC2,prod_2,vault-production-32auctions,3,Not Okay

accountwarehouse
,EC2,AWC-PRD-APP-A01,vault-production-accountwarehouse,30,Okay

adiona
,EC2,nr-adiona-oprs-bastion,vault-management-adiona,4,Okay
,EC2,nr-adiona-webserver-002,vault-production-adiona,30,Okay
,EC2,nr-adiona-webserver-002,vault-production-adiona,30,Okay

adobemc

aflote

atplearning
,EC2,web-production-UA-Hours,vault-production-atp-learning,16,Not Okay
,EC2,Gypsum Assn Production,vault-production-atp-learning,30,Okay
,EC2,IEC_webserver_v2,vault-production-atp-learning,30,Okay
,EC2,IEC_webserver_v2,vault-production-atp-learning,30,Okay
,EC2,UAOLR New Server,vault-production-atp-learning,30,Okay
,EC2,bastion-management-atplearning,vault-management-atp-learning,4,Okay
,EC2,ATP Sandbox 2,vault-production-atp-learning,30,Okay
,EC2,Gypsum Assn Production,vault-production-atp-learning,30,Okay
,EC2,ATP Media,vault-production-atp-learning,30,Okay
,EC2,bastion-management-atplearning,vault-management-atp-learning,4,Okay
,EC2,ATP LMS Production,vault-production-atp-learning,30,Okay
,EC2,ATP LMS Production,vault-production-atp-learning,30,Okay

avant-dev

avant-mgmt
,EC2,ILD Production Reports,vault-production-avantassessment,30,Okay
,EC2,PRODUCTION - RaterConnection,vault-production-avantassessment,30,Okay
,EC2,NR-AVANT-WP-PROD-BASTION,vault-management-avantassessment,4,Okay
,EC2,Struts_Production REPORT,vault-production-avantassessment,30,Okay
,EC2,NR-AVANT-WP-DEV-BASTION,vault-management-avantassessment,4,Okay
,EC2,Struts_Production REPORT,vault-production-avantassessment,30,Okay
,EC2,ILD Dev,vault-development-avantassessment,7,Okay
,EC2,STAGING - RaterConnection Test,vault-production-avantassessment,30,Okay
,EC2,Struts_Production REPORT,vault-production-avantassessment,30,Okay
,EC2,*DEVELOPMENT* Adobe Media Server,vault-development-avantassessment,7,Okay
,EC2,DEVELOP - CodeGen,vault-development-avantassessment,7,Okay
,EC2,DEVELOPMENT - Cron,vault-development-avantassessment,7,Okay
,EC2,Struts_Development,vault-development-avantassessment,7,Okay
,EC2,Develop-ILD-API,vault-development-avantassessment,7,Okay
,EC2,NR-AVANT-BASTION,vault-management-avantassessment,4,Okay
,EC2,Avant SFTP Server,vault-production-avantassessment,30,Okay
,EC2,NR-AVANT-WP-DEV-WEB,vault-development-avantassessment,7,Okay
,EC2,Production Cron,vault-production-avantassessment,30,Okay
,EC2,NR-AVANT-WP-PROD-WEB,vault-production-avantassessment,30,Okay
,EC2,ILD Production Reports,vault-production-avantassessment,30,Okay
,EC2,PRODUCTION - CodeGen,vault-production-avantassessment,30,Okay
,EC2,Production ILD,vault-production-avantassessment,30,Okay
,EC2,Open QA,vault-development-avantassessment,7,Okay
,EC2,Develop-ILD-Reports,vault-development-avantassessment,7,Okay
,EC2,DEVELOPMENT - Avant Website,vault-development-avantassessment,7,Okay
,EC2,PRODUCTION - Avant Website,vault-production-avantassessment,30,Okay
